Year,Stream,Reach,Date,Taxa Name,Species,Fish Length  Mm,Fish Mass G,Diptera Larvae,Diptera Pupae,Diptera Adult,Coleoptera,Crayfish,Ephemeroptera Nymph,Ephemeroptera Adult,Fish,Hemiptera,Hymenoptera,Odonata,Plecoptera Nymph,Plecoptera Adult,Snails,Terrestrial,Trichoptera Larvae,Trichoptera Pupae,Trichoptera Adult,Worms,Unknown
2001,CR,2,09/17/2001 12:00:00 AM,sculpin,Cottidae,62,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,CR,2,09/17/2001 12:00:00 AM,sculpin,Cottidae,79,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2001,CR,2,09/17/2001 12:00:00 AM,sculpin,Cottidae,105,15.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,CR,6,09/18/2001 12:00:00 AM,sculpin,Cottidae,60,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2001,CR,6,09/18/2001 12:00:00 AM,sculpin,Cottidae,66,2.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2001,CR,6,09/18/2001 12:00:00 AM,sculpin,Cottidae,67,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2001,CR,6,09/18/2001 12:00:00 AM,sculpin,Cottidae,75,5.3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
2001,CR,6,09/18/2001 12:00:00 AM,sculpin,Cottidae,100,11.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2001,CR,6,09/18/2001 12:00:00 AM,sculpin,Cottidae,106,17.3,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2001,CR,6,09/18/2001 12:00:00 AM,sculpin,Cottidae,110,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2001,RC,1,09/19/2001 12:00:00 AM,sculpin,Cottidae,70,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,RC,1,09/19/2001 12:00:00 AM,sculpin,Cottidae,84,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,RC,1,09/19/2001 12:00:00 AM,sculpin,Cottidae,85,,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2001,RC,1,09/19/2001 12:00:00 AM,sculpin,Cottidae,85,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,RC,1,09/19/2001 12:00:00 AM,sculpin,Cottidae,95,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,TC,1,09/20/2001 12:00:00 AM,sculpin,Cottidae,46,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,TC,1,09/20/2001 12:00:00 AM,sculpin,Cottidae,55,1.8,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0
2001,TC,1,09/20/2001 12:00:00 AM,sculpin,Cottidae,55,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2001,TC,1,09/20/2001 12:00:00 AM,sculpin,Cottidae,56,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2001,TC,1,09/20/2001 12:00:00 AM,sculpin,Cottidae,120,24.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2001,TC,1,09/20/2001 12:00:00 AM,sculpin,Cottidae,150,54.6,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2001,TC,2,09/21/2001 12:00:00 AM,sculpin,Cottidae,69,3.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,TC,2,09/21/2001 12:00:00 AM,sculpin,Cottidae,70,4.1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,6,0,0,0,0
2001,TC,2,09/21/2001 12:00:00 AM,sculpin,Cottidae,72,4.1,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2001,TC,2,09/21/2001 12:00:00 AM,sculpin,Cottidae,72,4.7,24,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,1,0
